Palabra,Cantidad_Videos
seedFUNNY,1
seedSLIP,1
seedSTUPID 1,1
seedYES,1
seedWASH 1,1
seedLAZY,1
seedBURY,1
seedMAKE,1
seedPINCH,1
seedLOOK FOR,1
seedBEAK,1
seedFINGERSPELL,1
seedVIDEOGAME,1
seedCLEFTCHIN,1
seedCONCERNED,1
seedSHOT,1
seedPIANO,1
seedALRIGHT,1
seedCAUGHT,1
seedDELINQUENT,1
seedWHAT 1,1
seedSQUARE,1
seedSTRUGGLE,1
seedBACK,1
seedBOY,1
seedPLOW,1
seedSMELL MONEY,1
seedGOATEE,1
seedEXPERIMENT,1
seedBRING,1
seedINTERNET,1
seedCARRY,1
seedMACHINE,1
seedTALK,1
seedPAINTBRUSH,1
seedDIP 2,1
seedHIS,1
seedCHILD,1
seedCOMPUTER MOUSE,1
seedFOURTH,1
seedSTING,1
seedLOSE,1
seedPEPPER,1
seedPEEKABOO,1
seedDONT WANT,1
seedNORMAL,1
seedGRAPES,1
seedCRUMPLE,1
seedASSISTANT,1
seedMATH,1
seed5 DOLLARS,1
seedPROCESS,1
seedSHOULDER 3,1
seedCATAPULT,1
seedTRUE BUSINESS,1
seedDONKEY,1
seedOPINION 2,1
seedFIANCE,1
seedGUN,1
seedCHAOS,1
seedKNIGHT 5,1
seedGO BACK_AND_FORTH,1
seedEXPERIENCE,1
seedLONG,1
seedVAGINA,1
seedQ TIP,1
seedTHREE,1
seedARM,1
seedSAIL,1
seedGOOSEBUMPS,1
seedMAN,1
seedSTEAL,1
seedBARELY,1
seedREST,1
seedWHO,1
seedGLASS 2,1
seedINTELLIGENT,1
seedVACUUM,1
seedCONDUCT 3,1
seedMUST,1
seedVALUE,1
seedSTAY AWAKE_24HRS,1
seedSEQUENCE,1
seedHIT 1,1
seedTISSUE,1
seedONION,1
seedROAD,1
seedCHANNEL,1
seedKISS ON_CHEEK,1
seedPAIR,1
seedVAIN,1
seedFORFEIT,1
seedONE MORE_1,1
seedSHARE,1
seedDISLIKE,1
seedALIGN,1
seedBREAKDOWN,1
seedCHERISH,1
seedSHOVEL,1
seedTRANSFER,1
seedFREEZE,1
seedGET INFORMATION_OUT_OF,1
seedVIDEOCAMERA,1
seedLET KNOW,1
seedSPIDER,1
seedPIPE 3,1
seedTIRED,1
seedSARCASTIC,1
seedPROBLEM 1,1
seedCLASH,1
seedTEMPORARY,1
seedSWEATER,1
seedINTERPRET,1
seedDONT LIKE,1
seedHANDS,1
seedKANGAROO,1
seedROLE,1
seedSTEAK,1
seedTASTE,1
seedNEVER,1
seedTWO MORE,1
seedEGO,1
seedBOTH,1
seedA LITTLE BIT,1
seedAWAY,1
seedABSOLUTELY NOTHING,1
seedPRETTY,1
seedPAGEANT,1
seedTV,1
seedPIRATE,1
seedPSYCHOLOGIST,1
seedCELEBRATE,1
seedINSPIRE,1
seedLATE,1
seedBEAVER,1
seedJAW DROP,1
seedFRECKLES,1
seedNEED,1
seedFENCING,1
seedBIG,1
seedSHOCKED,1
seedCAROUSEL,1
seedHATBRIM,1
seedBLINDS 1,1
seedRELIEF,1
seedGET OFF,1
seedLET ME_SEE,1
seedDRILL,1
seedTRIM 2,1
seedSWITZERLAND,1
seedYAWN 1,1
seedLICENSE,1
seedSAW,1
seedGRANDFATHER,1
seedKNIGHT 3,1
seedWRAP,1
seedBLUSH,1
seedMAID,1
seedYOYO,1
seed9 OCLOCK,1
seedPINK,1
seedMILK 2,1
seedEMOTION,1
seedPAINT,1
seedBERRY,1
seedFIT,1
seedSOON 3,1
seedATTENTION,1
seedARCHEOLOGY,1
seedSHAVE 4,1
seedAFRICA,1
seedSCORE,1
seedNEW YORK,1
seedEVIDENCE,1
seedGRADE,1
seedWASH 3,1
seedIMMERSE,1
seedPARAGRAPH,1
seedSTUPID 2,1
seedHAT 2,1
seedREACH,1
seedVERB,1
seedCLICK,1
seedLOBSTER 3,1
seedBACKYARD,1
seedOH I_SEE,1
seedHELICOPTER 3,1
seedTHERAPY,1
seedSQUIRREL,1
seedSAME TIME,1
seedCOLLEGE,1
seedHEAVEN,1
seedBATH,1
seedBYE,1
seedDESIGN,1
seedDELIBERATE,1
seedGHOST,1
seedCOMPUTER,1
seedGREECE,1
seedTHUNDER,1
seedNEW,1
seedDISNEY,1
seedBRIDGE 2,1
seedIMPOSSIBLE,1
seedDOCTOR 2,1
seedHARMONICA,1
seedLIBRARY,1
seedACCENT,1
seedBOWLING,1
seedREGISTER,1
seedINTENTIONAL,1
seedHAPPEN,1
seedRESENT,1
seedCOOL 5,1
seedMANY,1
seedMODEL 1,1
seedCOLOR,1
seedZERO,1
seedGUM,1
seedTICKET,1
seedFOX,1
seedPROOF,1
seedSUMMON,1
seedDINOSAUR 2,1
seedPOWDER,1
seedTEAR RIP_1,1
seedEQUAL,1
seedRESIST,1
seedDIFFERENT SITUATION,1
seedALONE,1
seed1 DOLLAR,1
seedINNOCENT,1
seedPOP 4,1
seedTHERE,1
seedINSIDE,1
seedKNITTING 3,1
seedARTICLE,1
seedHELP,1
seedMCDONALDS,1
seedMIDDLE,1
seedFUN,1
seedMAGIC,1
seedERASE 3,1
seedMOTIVATION 1,1
seedPSYCHOLOGY,1
seedORGANIZATION,1
seedCHAMPION,1
seedSELL,1
seedART,1
seedHIGH HEELS,1
seedSWORD,1
seedTHROW 2,1
seedSTRAWBERRY 3,1
seedALL DAY,1
seedARM 3,1
seedCAKE,1
seedOIL 2,1
seedNOT,1
seedLOSE GAME,1
seedCURTAIN,1
seedOFFEND,1
seedTAKE,1
seedHEADACHE,1
seedLIGHT CANDLE,1
seedWOW,1
seedPOPULAR,1
seedFILE 3,1
seedDAY,1
seedVERY,1
seedWRISTWATCH,1
seedVIBRATE,1
seedEASY,1
seedMAGNIFY 1,1
seedWRITE,1
seedSHOOT,1
seedCREAM,1
seedABOVE,1
seedMEAN 1,1
seedTIE UP_2,1
seedINSTAGRAM,1
seedDIVORCE,1
seedMY,1
seedTRIP 2,1
seedOOPS,1
seedWEST,1
seedRESCUE,1
seedSECRET,1
seedCREDIT CARD,1
seedWASH MACHINE,1
seedLOCKER,1
seedBOW 2,1
seedUNCLE,1
seedCHIN 2,1
seedSTADIUM,1
seedALARM,1
seedIGNORE,1
seedWORLD,1
seedROOMMATE,1
seedFORMER,1
seedCORN 1,1
seedFURNITURE,1
seedLIGHT 2,1
seedEAGLE 2,1
seedADVERTISE,1
seedVASE,1
seedSUN,1
seedCARROT 2,1
seedCHARGE CARD,1
seedSPACE,1
seedLOOK BACK,1
seedUNDERGRADUATE,1
seedGRANDMOTHER,1
seedALWAYS,1
seedTHERMOMETER,1
seedHEADPHONES,1
seedGRIEVE,1
seedHAIR CLIPPER,1
seedHANG,1
seedNOSE BLEED,1
seedCOOKIE,1
seedCOINS,1
seedSMART,1
seedBALL,1
seedGUN 2,1
seedVAMPIRE,1
seedRELAX 2,1
seedRAINBOW,1
seedDANCER,1
seedWINDMILL 3,1
seedBICYCLE,1
seedPOINT,1
seedDECLINE,1
seedAT,1
seedDONT MIND,1
seedBLOW,1
seedGREET 2,1
seedWRAP UP,1
seedTWO OF_US,1
seedWADE,1
seedFARM,1
seedSKILL,1
seedWHAT 2,1
seedTOP,1
seedFRAUD,1
seedSEVERAL,1
seedCHEW 1,1
seedHIPPO,1
seedMYSELF,1
seedPACK,1
seedKITTEN,1
seedFRINGE,1
seedBRACELET,1
seedBATTERY,1
seedGO AHEAD,1
seedPOUR 2,1
seedRUSSIA,1
seedSEEM,1
seedROOM,1
seedDEFEAT,1
seedWORD,1
seedBITCH,1
seedDEPARTMENT,1
seedTAIL,1
seedSET UP,1
seedWANT,1
seedWRING,1
seedSTRAWBERRY 4,1
seedOIL 3,1
seedSTINK,1
seedFANTASY,1
seedCABINET,1
seedCHURCH,1
seedCHEERLEADER,1
seedHANDCUFFS,1
seedCEILING,1
seedREAL SICK,1
seedCOUNTRY,1
seedSHAPE,1
seedCLIP,1
seedBRA,1
seedJEWISH,1
seedSNEEZE 2,1
seedSWEEP,1
seedMOUNTAIN,1
seedHELICOPTER,1
seedSELECT,1
seedCHAT,1
seedVEST,1
seedWINDY,1
seedBISON,1
seedSISTER,1
seedCANNON,1
seedCROSS HEART,1
seedGUN 3,1
seedNAME,1
seedHYPOCRITE,1
seedWITHOUT,1
seedBRAG,1
seedSUPPORT 2,1
seedNEXT TO,1
seedPEEL 3,1
seedREVENGE,1
seedEASY TO_DO,1
seedSOMERSAULT,1
seedERUPT 1,1
seedGRASP,1
seedPONDER,1
seedNAVEL,1
seedENGINE START,1
seedPLUNGER,1
seedDATE,1
seedINSPIRING,1
seedCLASS,1
seedWINDOW,1
seedLEAF,1
seedADMIRE,1
seedCLOCK 2,1
seedSNEAK ADVENTURE,1
seedCOMB,1
seedCROSS 2,1
seedUMBRELLA,1
seedEARTHQUAKE,1
seedJUMP ROPE,1
seedFILTER,1
seedBOXING,1
seedWEEKEND,1
seedMAD,1
seedALL OVER,1
seedZOOM OFF,1
seedPARADE,1
seedREMIND,1
seedBOWTIE,1
seedCAMEL,1
seedBUDGET,1
seedSCULPTURE,1
seedSPEND LOTS_OF_MONEY,1
seedBROTHER,1
seedARREST 3,1
seedSCISSORS,1
seedLIE,1
seedWINDMILL 2,1
seedSTRING,1
seedCHEEK,1
seedJUDGE,1
seedBAKE 1,1
seedCRANKY,1
seedTIRED OF,1
seedPIPE 2,1
seedDIFFERENT,1
seedSHAKE 2,1
seedNUT 2,1
seedFAIL,1
seedPIZZA 2,1
seedLIVING ROOM,1
seedTIGER,1
seedPUNCH FACE,1
seedBLOOD,1
seedPRINCE,1
seedBRAINWASH,1
seedTRAIN,1
seedPROGRAM,1
seedKILL,1
seedTEND YOUR,1
seedNET,1
seedBITE ON NECK,1
seedIRON 3,1
seedKNIGHT,1
seed8 HOUR,1
seedKNIFE 2,1
seedHONEY 1,1
seedPLAYGROUND,1
seedDAUGHTER,1
seedTODAY,1
seedTWO,1
seedCOST,1
seedLAW,1
seedMAGAZINE,1
seedWADE 2,1
seedINTERVENE,1
seedROSE,1
seedHOTEL,1
seedREMEMBER,1
seedGET IN_BED,1
seedKNOCK,1
seedPLATFORM,1
seedPINCH 2,1
seedROBOT,1
seedSCREWDRIVER 2,1
seedACCORDION,1
seedHOP,1
seedFLIP SWITCH,1
seedDISRUPT,1
seedELEVEN,1
seedWALL,1
seedPROMISE,1
seedDEVIL,1
seedSCOLD,1
seedAWAKE,1
seedLONG WORD,1
seedSHORT DISTANCE,1
seedWHALE,1
seedCALL TTY,1
seedGENERATION,1
seedSLIP 2,1
seedCERTIFICATE,1
seedEXPECT,1
seedSPIT OUT,1
seedDANGER,1
seedDUCK 2,1
seedCHOCOLATE,1
seedCURTSEY 1,1
seedTHINK EXPAND,1
seedHIDE,1
seedDESTROY,1
seedDRINK 2,1
seedHABIT,1
seedBOW 3,1
seedWEDDING,1
seedHEARING,1
seedAPPLE,1
seedBIB,1
seedGOD,1
seedYELLOW,1
seedSHAME ON_YOU,1
seedNEXT DOWN,1
seedMUSTACHE,1
seedSCHOOL,1
seedPERSPECTIVE,1
seedFLAG 2,1
seedEIGHT,1
seedROLL UP_SLEEVES,1
seedBLUE,1
seedLEMON,1
seedCOFFEE,1
seedZOOM IN,1
seedFRIENDS NO_MORE_1,1
seedSPAGHETTI,1
seedIMPRESS,1
seedFENCE 2,1
seedTRUCK 1,1
seedPRICE,1
seedORDER 2,1
seedSTORY 3,1
seedCOME,1
seedHONOR,1
seedBOIL,1
seedSTAIRS,1
seedKNIFE,1
seedPASSPORT,1
seedFLAG,1
seedTHINK PONDER,1
seedWATER,1
seedPROFOUNDLY DEAF,1
seedBLEED,1
seedCLEAR,1
seedLOUSY,1
seedSHOUT,1
seedDINOSAUR,1
seedCOUSIN,1
seedROAR 2,1
seedTO,1
seedSNORKEL,1
seedSHAKE,1
seedKEEP,1
seedCUP,1
seedHEAVY,1
seedDUCK,1
seedSCRUB,1
seedBOARD,1
seedGARLIC,1
seedWRITE ON_WALL,1
seedCOMPLAIN,1
seedSCAN,1
seedESCALATOR,1
seedLOUD,1
seedMIND,1
seedGLUE 2,1
seedSTEP,1
seedSHAVE 5,1
seedFAN,1
seedBEARD,1
seedKNITTING,1
seedOVERNIGHT,1
seedSILVER,1
seedCOMMENT,1
seedALL OF_SUDDEN,1
seedWASH DISHES,1
seedFORGETFUL,1
seedWIN,1
seedBUSTED,1
seedHORRIBLE,1
seedFLASHLIGHT 1,1
seedNERVE,1
seedRADIO,1
seedGOING THROUGH_A_HARD_TIME,1
seedYAWN 3,1
seedJACKET 4,1
seedGUITAR,1
seedBLACKBIRD,1
seedSODA,1
seedNIECE,1
seedPHILOSOPHY,1
seedBURY 1,1
seedSWEETHEART,1
seedBLUR,1
seedITALY,1
seedSTETHOSCOPE 2,1
seedFIRED,1
seedLIFT 2,1
seedICECREAM,1
seedSUPERVISE,1
seedRUN,1
seedNINE,1
seedPUZZLED,1
seedSENATE,1
seedMEXICAN 2,1
seedISLAND,1
seedLONELY,1
seedNONSENSE,1
seedPREFER,1
seedSCREWDRIVER 3,1
seedTALK 2,1
seedWALK 2,1
seedPUNISH,1
seedELECTRICIAN,1
seedLAWYER,1
seedSANDALS,1
seedPEEL 2,1
seedSCOUT,1
seedMEAN,1
seedHEAP,1
seedHAHA,1
seedCORN 2,1
seedTHOUGHT DISAPPEAR,1
seedRING,1
seedBOSTON,1
seedLESBIAN,1
seedSAD,1
seedFOLLOW 4,1
seedWAND,1
seedHOPE,1
seedROCKET 1,1
seedWONDER,1
seedBINOCULARS,1
seedKICK,1
seedMOTHER,1
seedRAIN,1
seedFINANCE,1
seedGREEN BEANS,1
seedBANANA,1
seedYAY,1
seedJUMP,1
seedFOR,1
seedSUMMER,1
seedEAST,1
seedSTAND,1
seedTREE,1
seedBARK 2,1
seedAFTER,1
seedTOOTHBRUSH,1
seedCOLD,1
seedSPAIN,1
seedINSULT,1
seedSMOOTH,1
seedAMERICA,1
seedCHEESE,1
seedHURRY,1
seedCLOSE EYES,1
seedGRASS,1
seedDONT FEEL_LIKE,1
seedDEPEND ON,1
seedSHOOTING,1
seedWRONG,1
seedAVERAGE,1
seedSUNRISE,1
seedTRAFFIC,1
seedWRESTLE,1
seedFRISK,1
seedARMY,1
seedSTARE,1
seedSIT,1
seedTEACH,1
seedRABBIT,1
seedDUE,1
seedRUN OUT_OF,1
seedSINK,1
seedDESERT,1
seedCONVINCE 2,1
seedDESSERT,1
seedPRISON,1
seedWILL,1
seedCAPE,1
seedSCREWDRIVER,1
seedRACE,1
seedFIFTH,1
seedEARMUFFS,1
seedDISAPPEAR,1
seedSAW 2,1
seedKING,1
seedGATE CLOSE,1
seedCHERRY,1
seedPAY OFF_BILLS,1
seedVOLLEYBALL,1
seedPRESS IN_MIND,1
seedRUDE,1
seedCAR,1
seedPEEL 1,1
seedLEFT,1
seedGERMANY,1
seedTOY 2,1
seedDENT,1
seedNOT USED_TO,1
seedEMPTY,1
seedSKIN,1
seedBOTTLE,1
seedTWO WEEKS,1
seedCHANCE,1
seedREFRIGERATOR,1
seedHOOD,1
seedCOMB 2,1
seedTEENAGER,1
seedSANDWICH 2,1
seedUDDER,1
seedCHERRY 2,1
seedCHASE,1
seedHAMSTER,1
seedWEIRD,1
seedTUBE TOP,1
seedSAME 2,1
seedCONDUCT 2,1
seedPOSSIBLE,1
seedNOOSE,1
seedISRAEL,1
seedFILL OUT,1
seedTHINGS,1
seedHEALTH,1
seedRULE,1
seedHUNGRY,1
seedNOT YET,1
seedLIPS,1
seedHAIRCUT,1
seedPORCUPINE,1
seedSKI,1
seedBAND AID,1
seedJACKET,1
seedBULLSHIT,1
seedSAVE,1
seedHOW 2,1
seedFRENCHFRIES,1
seedSOFA,1
seedDOLPHIN 2,1
seedNOT MIND,1
seedLAWNMOWER,1
seedDOG 2,1
seedMURDER,1
seedMARRY,1
seedCHEW 2,1
seedHARD,1
seedPISSED OFF,1
seedSUSPECT,1
seedRIGHT 3,1
seedNOTHING AT_ALL,1
seedSLIDE 2,1
seedLEND,1
seedTROUBLE,1
seedMELON,1
seedKNEEL,1
seedHOMEWORK,1
seedESCAPE,1
seedCAFETERIA,1
seedLIMITED,1
seedBARRETTE,1
seedMEDITATE 2,1
seedGOLD,1
seedSCARF 4,1
seedPRINT,1
seedPRIORITY,1
seedTURKEY 2,1
seedFOLD,1
seedHEAD BACK,1
seedPARACHUTE 3,1
seedCAMPING,1
seedLIGHTER,1
seedMELT,1
seedMINUTE,1
seedBREAD,1
seedDONT KNOW,1
seedJELLYFISH,1
seedSPILL 2,1
seedGATE,1
seedSNOW 2,1
seedCAPTURE,1
seedREST ALL_DAY,1
seedCLIENT,1
seedPRACTICE,1
seedNOTHING 2,1
seedWHISTLE,1
seedEACH,1
seedNEPHEW,1
seedOFF,1
seedLOOK FORWARD,1
seedBREAK,1
seedSTRETCH 1,1
seedLATER,1
seedSPREAD 1,1
seedAUNT,1
seedRAZOR,1
seedPERIOD,1
seedTHAT,1
seedGIVE UP,1
seedCHEAT 2,1
seedSLICE 3,1
seedWINE,1
seedGOODY GOODY_SHOE_OPPOSITE,1
seedDEPRESS,1
seedSANTA,1
seedROCK,1
seedSWEATER 2,1
seedGRAMMAR,1
seedAND,1
seedFIRETRUCK,1
seedBUCKLE 2,1
seedDEPTH,1
seedSTAFF,1
seedMICROSCOPE 3,1
seedLAMP 2,1
seedINTUITIVE,1
seedCANDY 1,1
seedJOURNEY,1
seedJUICE 2,1
seedINSTINCT,1
seedTURTLE,1
seedCHECK,1
seedDRINK,1
seedMUCH,1
seedNEAR,1
seedFOCUS,1
seedSTARS,1
seedNUT,1
seedWOMAN 2,1
seedHATE,1
seedHEARTBODY,1
seedSLED 2,1
seedNEWSPAPER,1
seedSHOULDER 2,1
seedESCALATE,1
seedFOLLOW 2,1
seedSUIT,1
seedFLY,1
seedGOAT,1
seedTHROW AWAY,1
seedCRY 4,1
seedSTETHOSCOPE 3,1
seedSIGNING FLUENTLY,1
seedSHARPEN 3,1
seedLUCKY,1
seedCIGAR,1
seedWHOLE,1
seedSHOULDER,1
seedBASKET 2,1
seedHOCKEY,1
seedLIPSTICK,1
seedFILE 4,1
seedSNOWBOARD,1
seedTRIANGLE,1
seedAPPOINTMENT,1
seedCAMERAMAN,1
seedSTAY,1
seedGALLAUDET,1
seedEYES AWAKE,1
seedDIG,1
seedVIEW,1
seedSNEEZE,1
seedTRASH,1
seedFULL,1
seedSCOOP,1
seedSOAP 2,1
seedFOLLOW 3,1
seedCHOPSTICKS,1
seedSHAVE 3,1
seedFAULT,1
seedSAVE MONEY,1
seedABBREVIATE,1
seedCUTE 1,1
seedPHARMACIST,1
seedPROPOSE,1
seedWITH,1
seedGOAL,1
seedROB,1
seedQUARTER,1
seedDICE,1
seedGRADUATE SCHOOL,1
seedCATHOLIC,1
seedTUBE,1
seedCENTER,1
